"ident","type_aeroport","name","municipality","latitude_deg","longitude_deg","elevation_ft","Piste","Longueur_de_piste","Type_de_piste","Observations","wikipedia_link","fret"
"KRUQ","small_airport","Rowan County Airport","Salisbury","35.645901","-80.520302","772","43862","5500","ASP/","","http://en.wikipedia.org/wiki/Rowan_County_Airport","4531"
"KRUT","medium_airport","Rutland - Southern Vermont Regional Airport","Rutland","43.529400","-72.949600","787","1-19 13-31","5000/3170","ASP/ASP","","http://en.wikipedia.org/wiki/Rutland_State_Airport","13476"
"KRVJ","small_airport","Swinton Smith Field at Reidsville Municipal Airport","Reidsville","32.058998","-82.151703","195","47423","3802","ASP/","","","4570"
"KRVL","small_airport","Mifflin County Airport","Reedsville","40.677399","-77.626801","819","45444","5001","ASP/","","","4481"
"KRVN","small_airport","Hawkins County Airport","Rogersville","36.457600","-82.885002","1255","45839","3502","ASP/","","","4566"
"KRVS","medium_airport","Richard Lloyd Jones Jr Airport","Tulsa","36.039600","-95.984596","638","01L-19R 01R-19L 13-31","5103/4212/2807","ASP/ASP/ASP","","","13592"
"KRWF","medium_airport","Redwood Falls Municipal Airport","Redwood Falls","44.547199","-95.082298","1024","5-23 12-30","2050/4001","GRS/ASP","","","13869"
"KRWI","medium_airport","Rocky Mount Wilson Regional Airport","Rocky Mount","35.856300","-77.891899","159","44652","7100","ASP/","","","14003"
"KRWL","medium_airport","Rawlins Municipal Harvey Field","Rawlins","41.805599","-107.199997","6813","4-22 10-28","7008/4118","ASP/ASP","","","13616"
"KRWN","small_airport","Arens Field","Winamac","41.092300","-86.612900","711","46631","4200","ASP/","","","4557"
"KRWV","small_airport","Caldwell Municipal Airport","Caldwell","30.515499","-96.704102","391","15-33","3252","ASP/","","","4800"
"KRXE","small_airport","Rexburg Madison County Airport","Rexburg","43.833900","-111.805000","4858","17-35","4200","ASP/","","","4463"
"KRYM","small_airport","Ray S Miller Army Air Field","Camp Ripley","46.091202","-94.360497","1150","13-31 132-312","6100/3500","ASP/GRAVEL","","","4380"
"KRYN","small_airport","Ryan Field","Tucson","32.142200","-111.175003","2417","06L-24R 06R-24L 15-33","4900/5500/4000","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Ryan_Field_(airport)","4428"
"KRYV","small_airport","Watertown Municipal Airport","Watertown","43.169601","-88.723198","833","5-23 11-29","4430/2801","ASP/ASP","","","4903"
"KRYW","small_airport","Lago Vista Tx Rusty Allen Airport","Lago Vista","30.498600","-97.969498","1231","15-33","3808","ASP/","","","4607"
"KRYY","medium_airport","Cobb County-Mc Collum Field","Atlanta","34.013199","-84.598602","1040","46631","6305","ASP/","","http://en.wikipedia.org/wiki/Cobb_County_Airport","13906"
"KRZL","small_airport","Jasper County Airport","Rensselaer","40.947899","-87.182602","698","9-27 18-36","1930/4001","GRS/ASP","","","5257"
"KRZN","small_airport","Burnett County Airport","Siren","45.822701","-92.372498","989","4-22 13-31","3900/3500","ASP/ASP","","","4530"
"KRZR","small_airport","Cleveland Regional Jetport","Cleveland","35.211497","-84.799769","860","44256","5500","ASP/","","","4247"
"KRZT","small_airport","Ross County Airport","Chillicothe","39.440399","-83.023102","725","5-23 12-30","5404/3130","ASP/GRS","","","4643"
"KRZZ","closed","Halifax County Airport","Roanoke Rapids","36.439499","-77.709297","256","5-23 16-34","4006/2465","ASP/GRS","","http://en.wikipedia.org/wiki/Halifax_County_Airport","4758"
"KS01","small_airport","Conrad Airport","Conrad","48.168598","-111.975998","3545","6-24 15-33","4601/2800","ASP/GRS","","","4867"
"KS03","small_airport","Ashland Municipal Sumner Parker Field","Ashland","42.190300","-122.661003","1885","11293","3603","ASP/","","http://en.wikipedia.org/wiki/Ashland_Municipal_Airport","4644"
"KS05","small_airport","Bandon State Airport","Bandon","43.086498","-124.407997","122","16-34","3600","ASP/","","http://en.wikipedia.org/wiki/Bandon_State_Airport","4520"
"KS10","small_airport","Lake Chelan Airport","Chelan","47.866001","-119.943001","1263","43862","3539","ASP/","","","4656"
"KS12","small_airport","Albany Municipal Airport","Albany","44.637798","-123.058998","226","16-34","3004","ASP/","","http://en.wikipedia.org/wiki/Albany_Municipal_Airport_(Oregon)","5011"
"KS17","small_airport","Twin Lakes Airport","Graniteville","33.645699","-81.867104","540","45444","4837","ASP/","","","4842"
"KS19","small_airport","Mc Cormick County Airport","Mc Cormick","33.908100","-82.266899","459","18-36","3598","ASP/","","","4358"
"KS20","small_airport","Goldendale Airport","Goldendale","45.832100","-120.845001","1678","45839","3491","ASP/","","","4675"
"KS21","small_airport","Sunriver Airport","Sunriver","43.876301","-121.453003","4164","18-36","5455","ASP/","","http://en.wikipedia.org/wiki/Sunriver_Airport","4903"
"KS23","small_airport","Ione Municipal Airport","Ione","48.708099","-117.413002","2108","15-33","4059","ASP/","","","4661"
"KS24","small_airport","Sandusky County Regional Airport","Fremont","41.295700","-83.037201","665","45444","5500","ASP/","","","4237"
"KS25","small_airport","Watford City Municipal Airport","Watford City","47.795700","-103.253998","2111","12-30 18-36","4401/2320","ASP/GRS","","","4406"
"KS27","small_airport","Kalispell City Airport","Kalispell","48.178600","-114.304001","2932","13-31","3600","ASP/","","","4662"
"KS32","small_airport","Cooperstown Municipal Airport","Cooperstown","47.422798","-98.105904","1424","13-31","3500","ASP/","","","4529"
"KS33","small_airport","Madras Municipal Airport","Madras","44.670200","-121.154999","2437","4-22 16-34","2701/5089","ASPH-G/ASPH-G","","http://en.wikipedia.org/wiki/Madras_Municipal_Airport","5120"
"KS34","small_airport","Plains Airport","Plains","47.472401","-114.900002","2467","7-25 13-31","1750/4650","GRS/ASPH-G","","","4539"
"KS36","small_airport","Crest Airpark","Kent","47.337101","-122.103996","472","15-33","3288","ASP/","","","4741"
"KS39","small_airport","Prineville Airport","Prineville","44.286999","-120.903999","3250","11-29 15-33","5000/4031","ASP/ASP","","http://en.wikipedia.org/wiki/Prineville_Airport","4815"
"KS40","small_airport","Prosser Airport","Prosser","46.213402","-119.791000","697","45839","3450","ASP/","","","4723"
"KS42","small_airport","Springer Municipal Airport","Springer","36.327000","-104.620003","5891","43466","5000","ASP/","","","4669"
"KS45","small_airport","Siletz Bay State Airport","Gleneden Beach","44.876900","-124.028999","69","17-35","3300","ASP/","","http://en.wikipedia.org/wiki/Siletz_Bay_State_Airport","4274"
"KS48","small_airport","Country Squire Airpark","Sandy","45.354401","-122.267998","1175","45839","3095","ASP/","","http://en.wikipedia.org/wiki/Country_Squire_Airpark","4937"
"KS50","small_airport","Auburn Municipal Airport","Auburn","47.327702","-122.226997","63","16-34","3400","ASP/","","","5004"
"KS52","small_airport","Methow Valley State Airport","Winthrop","48.424900","-120.146004","1706","13-31","5048","ASP/","","","4630"
"KS59","small_airport","Libby Airport","Libby","48.283798","-115.489998","2601","15-33","5000","ASP/","","","4333"
"KS64","small_airport","Stanford Airport","Stanford","47.147202","-110.230003","4327","7-25 11-29","2260/4200","ASP/ASP","","","4625"
"KS67","small_airport","Nampa Municipal Airport","Nampa","43.581299","-116.523003","2537","47423","5000","ASP/","","","4746"
"KS69","small_airport","Lincoln Airport","Lincoln","46.954399","-112.650002","4603","44652","4000","ASP/","","","4853"
"KS70","small_airport","Othello Municipal Airport","Othello","46.794899","-119.079002","1139","45839","4206","ASP/","","","4612"
"KS71","small_airport","Edgar G Obie Airport","Chinook","48.592098","-109.251000","2416","46235","4000","ASP/","","","4636"
"KS72","small_airport","St Maries Municipal Airport","St Maries","47.327702","-116.577004","2127","47027","4250","ASP/","","","4481"
"KS73","small_airport","Kamiah Municipal Airport","Kamiah","46.219299","-116.013001","1194","14-32","3000","GRS/","","","4792"
"KS75","small_airport","Payette Municipal Airport","Payette","44.091599","-116.901001","2228","13-31","3000","ASP/","","","4641"
"KS78","small_airport","Emmett Municipal Airport","Emmett","43.849899","-116.542999","2350","47027","3250","ASP/","","","4568"
"KS80","small_airport","Idaho County Airport","Grangeville","45.942600","-116.123001","3314","45839","5100","ASP/","","http://en.wikipedia.org/wiki/Idaho_County_Airport","4362"
"KS83","small_airport","Shoshone County Airport","Kellogg","47.547699","-116.188004","2223","45839","5500","ASP/","","","4200"
"KS84","small_airport","Cottonwood Municipal Airport","Cottonwood","46.038799","-116.332001","3474","45839","3100","ASP/","","","4845"
"KS85","small_airport","Big Sky Field","Culbertson","48.153301","-104.503998","1954","46235","3800","ASP/","","","4744"
"KS87","small_airport","Weiser Municipal Airport","Weiser","44.206799","-116.961998","2120","11293","4000","ASP/","","","4678"
"KS94","small_airport","Port of Whitman Business Air Center Airport","Colfax","46.858700","-117.414002","2181","45839","3209","ASP/","","","5096"
"KS95","small_airport","Martin Field","College Place","46.046902","-118.417000","746","45047","3819","ASP/","","","4742"
"KS97","small_airport","Anderson Field","Brewster","48.104900","-119.721001","914","45839","4000","ASP/","","","4557"
"KS98","small_airport","Vista Field","Kennewick","46.218601","-119.209999","534","43862","4008","ASP/","","http://en.wikipedia.org/wiki/Vista_Field","4687"
"KSAA","small_airport","Shively Field","Saratoga","41.444901","-106.823998","7012","45047","8800","ASP/","","","4431"
"KSAC","medium_airport","Sacramento Executive Airport","Sacramento","38.512501","-121.492996","24","2-20 12-30 16-34","5503/3836/3485","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Sacramento_Executive_Airport","13823"
"KSAD","small_airport","Safford Regional Airport","Safford","32.854801","-109.635002","3179","8-26 12-30","4800/6015","ASP/ASP","","http://en.wikipedia.org/wiki/Safford_Regional_Airport","4440"
"KSAF","medium_airport","Santa Fe Municipal Airport","Santa Fe","35.617100","-106.088997","6348","2-20 10-28 15-33","8342/6300/6307","ASP/ASP/ASP/","","","13309"
"KSAN","large_airport","San Diego International Airport","San Diego","32.733601","-117.190002","17","46631","9401","PEM/","","http://en.wikipedia.org/wiki/San_Diego_International_Airport","103376"
"KSAR","small_airport","Sparta Community Hunter Field","Sparta","38.148899","-89.698700","538","9-27 18-36","2450/4001","GRS/ASP","","","4922"
"KSAT","large_airport","San Antonio International Airport","San Antonio","29.533701","-98.469803","809","4-22 13L-31R 13R-31L","8505/5519/8502","CON/ASP/CON/","","http://en.wikipedia.org/wiki/San_Antonio_International_Airport","103618"
"KSAV","large_airport","Savannah Hilton Head International Airport","Savannah","32.127602","-81.202103","50","1-19 10-28","7002/9351","CONC-G/CONC-G","","http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport","103469"
"KSAW","medium_airport","Sawyer International Airport","Marquette","46.353600","-87.395401","1221","43466","12370","PEM/","","http://en.wikipedia.org/wiki/Sawyer_International_Airport","13938"
"KSAZ","small_airport","Staples Municipal Airport","Staples","46.380901","-94.806602","1287","14-32","3304","ASP/","","","4592"
"KSBA","medium_airport","Santa Barbara Municipal Airport","Santa Barbara","34.426201","-119.839996","13","7-25 15L-33R 15R-33L","6052/4179/4183","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Santa_Barbara_Airport","13540"
"KSBD","medium_airport","San Bernardino International Airport","San Bernardino","34.095402","-117.235001","1159","45444","10001","CON/","","http://en.wikipedia.org/wiki/San_Bernardino_International_Airport","13413"
"KSBM","small_airport","Sheboygan County Memorial Airport","Sheboygan","43.769600","-87.851402","755","3-21 13-31","5402/5000","CON/ASP","","http://en.wikipedia.org/wiki/Sheboygan_County_Memorial_Airport","4806"
"KSBN","large_airport","South Bend Regional Airport","South Bend","41.708698","-86.317299","799","09L-27R 09R-27L 18-36","4300/8412/6001","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/South_Bend_Regional_Airport","103911"
"KSBO","small_airport","Emanuel County Airport","Swainsboro","32.609100","-82.369904","327","13-31","6021","ASP/","","","4812"
"KSBP","medium_airport","San Luis County Regional Airport","San Luis Obispo","35.236801","-120.641998","212","7-25 11-29","2500/6100","ASP/ASP","","http://en.wikipedia.org/wiki/San_Luis_Obispo_County_Regional_Airport","13712"
"KSBS","small_airport","Steamboat Springs Bob Adams Field","Steamboat Springs","40.516300","-106.865997","6882","14-32","4452","ASP/","","http://en.wikipedia.org/wiki/Steamboat_Springs_Airport","4716"
"KSBU","small_airport","Blue Earth Municipal Airport","Blue Earth","43.595299","-94.092796","1107","3-21 16-34","2290/3399","GRS/ASP","","","4410"
"KSBX","small_airport","Shelby Airport","Shelby","48.540699","-111.871002","3443","5-23 11-29","5004/3701","ASP/ASP","","http://en.wikipedia.org/wiki/Shelby_Airport","4416"
"KSBY","medium_airport","Salisbury Ocean City Wicomico Regional Airport","Salisbury","38.340500","-75.510300","52","5-23 14-32","5000/5500","ASP/PEM","","http://en.wikipedia.org/wiki/Wicomico_Regional_Airport","13105"
"KSCB","small_airport","Scribner State Airport","Scribner","41.610298","-96.629898","1325","12-30 17-35","3199/4200","CON/CON","","","4754"
"KSCD","small_airport","Merkel Field Sylacauga Municipal Airport","Sylacauga","33.171799","-86.305496","569","46631","5390","ASP/","","","4739"
"KSCH","medium_airport","Schenectady County Airport","Schenectady","42.852501","-73.928902","378","4-22 10-28 15-33","7000/4840/2639","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Schenectady_County_Airport","13767"
